id	prompt	score	text
en_cw_000296	1	0	Examine vinegar and water. Where are parts of the samples?
en_cw_000297	1	1	The volume of vinegar poured into each container\n room temperature at which the experiment was conducted\n the material of the container
en_cw_000298	1	1	amount of vinegar added in each sample. Weight loss at due to reaction of sample material with vinegar. Amount of concentration of vinegar in each sample. High concentration should have high reaction and weight reduction effect
en_cw_000299	1	2	The volume of vinegar used; the temperature of the outside environment; what type of containers were used.
en_cw_000300	1	0	Was the marble pure because the acid can remove the other particles when it was in the acid test . The limestone will loss its weight owing to acid reaction in it and the wood can gain some wight owing to absorbing acid as well as distilled water but after dry it , its weight was same for evaporation of the liquids . Plastic can't resolve much and the difference in mass may be negligible in mass .
en_cw_000301	1	0	Maybe I'd need to know the room temperature, the exposition to natural/artificial light and the material of the four containers.
en_cw_000302	1	0	Three identical thermometers: to be suspended in the containers so that water\n temperature can be measured.
en_cw_000303	1	0	for additional experimentation, you need to determine the mass of sulfur oxides and nitrogen, hydrogen chloride and other acid-forming compounds
en_cw_000304	1	0	have a loss of mass compared to the initial that each product had in the case of wood is the only one that after the experiment does not lose mass.
en_cw_000305	1	0	The students can try to use lemon juice to substitute to vinegar in making an acid rain.\n The students can use other materials as sample to test their mass.\n Allow samples to sit on the solution for a longer time to test if it is effective.
en_cw_000306	1	1	How do you determine the mass of each sample?\n How much vinegar do you need to put in each container, should the sample be totally covered by the vinegar and in case the sample floats on the vinegar should you press it down?\n Where do you keep the containers and in which conditions?
en_cw_000307	1	2	1. Types of different sample.\n 2. Temperature to store the containers overnight.\n 3. Quantity or size of samples.
en_cw_000308	1	0	Weigh the samples before adding to the container\n \n the samples should be completely submerged in the vinegar\n Make sure that the samples are completely clean before entering the container
en_cw_000309	1	0	poliester,vidrio,metal
en_cw_000310	1	0	make sure each container contains the same amount of vinegar.\n list down the reactions which takes place with lime stone +vinegar and marble + vinegar.
en_cw_000311	1	1	I would need the room temperature, materials temperature and volume and the staring volume of the vinegar.
en_cw_000312	1	0	- is the room temperature important?\n - if the mass of vinegar is not important, why I need the containers the same size?\n - wood will be wet after 24h in vinegar, how will I dry it in 30 minutes?
en_cw_000313	1	0	Use cylindrical tubes to deposit the samples, try to mix with aqueous solution and check each sample, use a filter to separate the water from the samples and see how much is left.
en_cw_000315	1	0	Since weight is a force, scientists also write the equation as F = mg.\n F = weight symbol, measured in Newtons, N.\n m = mass symbol, measured in kilograms or kg
en_cw_000316	1	2	what was the volume of vinegar?\n what were the volumes of containers?\n what was the temperature the samples stayed for 24 h?
en_cw_000317	1	1	Additional, but very important information for me is how is acid rain connected to vinegar and what is the amount of vinegar to use in the experiment. The procedure is written good and I could replicate it easily but it is about how vinegar reacts on mass of Marble, Limestone,Wood and Plastic.
en_cw_000318	1	0	the three materials marble,limestone and plastic lost their masses after pouring vinegar after 24 hours but the mass of the wood was same as before this experiment .
en_cw_000320	1	0	The most resistant to acid wood, a slight loss of weight showed plastic-0.1 g and marble-0.4 g. The least stable was limestone - minus 1.3 g.
en_cw_000321	1	1	Theory about deterioration of materials by acid rain and rate in it will happen. Previous information about other experiments. The size of the samples.
en_cw_000322	1	0	1. use citric acid\n 2. use piece of soil\n 3. determine visual changes
en_cw_000323	1	0	they could proceed without problems regarding the 24-hour wait
en_cw_000324	1	0	How to determine the mass ?, and in which part of the experiment is the samples mentioned?
en_cw_000325	1	0	45
en_cw_000326	1	2	Shape and size of samples (grated, powdered, cubes, spheres, etc)\n Quantity of vinegar.\n Concentration of acid in vinegar.\n Temperature of experiment.
en_cw_000327	1	0	Determine the mass
en_cw_000328	1	0	I need to know the status of the wood, does it need to be dry or wet before the experiment? Is it in its natural condition, without any adition of chemicals (varnish)? and does the containers need to be expose or do we cover them?
en_cw_000329	1	0	38 kg
en_cw_000330	1	0	we know formula of vinegar and also a solution contain in conainer then we subtract into it\n then also find percentage error
